COVID-19 Deaths;Total Deaths;Pneumonia Deaths;Pneumonia and COVID-19 Deaths;Influenza Deaths;Pneumonia Influenza or COVID-19 Deaths
15;209;14;;0;23
19;269;21;;0;32
25;311;15;10;0;30
39;407;21;14;0;46
61;651;41;26;0;76
200;2001;171;101;0;270
163;1584;145;83;0;225
238;2523;215;115;0;338
367;3991;358;166;;559
597;7396;492;209;;881
2475;33292;2766;928;71;4378
;139;;0;0;
;259;;;;11
;24;;;0;
;41;0;0;;
;258;;;;11
;457;;;;13
20;623;11;;0;26
38;836;22;11;0;49
46;1003;29;14;;62
47;1092;45;17;;79
97;1535;95;35;;162
372;4666;387;161;;603
298;3687;321;136;;486
444;5788;515;175;13;796
637;8070;737;234;24;1161
921;12124;1050;326;23;1666
1343;16826;1526;516;29;2379
;87;;0;0;
;166;;0;0;
0;10;0;0;0;0
0;26;0;0;0;0
;185;;;0;
;326;;;0;
11;451;;;0;15
23;582;13;;0;29
27;656;15;;;34
26;717;28;11;;46
58;1000;64;24;;100
230;2887;231;95;;369
185;2263;188;78;;298
257;3330;302;99;;465
369;4150;434;141;11;671
432;4668;513;161;;790
1132;16466;1240;412;42;1999
;52;0;0;0;
;93;;;;
;14;;;0;
;15;0;0;;
;73;;0;;
;131;;;;
;172;;;0;11
15;254;;;0;20
19;347;14;;0;28
21;375;17;;;33
39;535;31;11;;62
142;1779;156;66;;234
113;1424;133;58;0;188
187;2458;213;76;;331
268;3920;303;93;13;490
489;7456;537;165;16;876
1096;10990;915;459;25;1577
0;67;;0;0;
;117;;0;0;
;13;;0;0;
0;17;;0;0;
;117;;;0;
;191;;;;
;235;;;;13
12;295;11;;;17
;315;;;;12
17;370;13;;;25
45;566;43;22;;67
149;1697;149;76;;225
119;1340;117;60;;179
219;2229;223;107;;341
310;2782;265;136;;444
382;3309;247;125;;511
543;5654;465;249;10;769
0;35;0;0;0;0
;64;;0;0;
;;;0;0;
0;;0;0;0;0
;85;;0;0;
;147;;0;;
;189;;;;
;214;;;0;
;196;;;0;
;232;;;0;15
21;367;21;10;0;32
85;1034;83;43;;126
72;804;69;35;;107
137;1259;128;72;;195
168;1438;136;74;;233
135;1266;102;55;;184
553;5336;450;210;15;808
0;32;;0;0;
0;53;;0;0;
0;;0;0;0;0
0;10;;0;0;
;32;;;0;
;44;;;0;
;46;;;0;
;81;;;;10
;119;;;;
;138;;;;10
24;199;22;12;;35
64;663;66;33;;99
47;536;48;25;;72
82;970;95;35;;146
142;1344;129;62;;211
247;2043;145;70;;327
1266;11317;1151;722;;1695
;68;;0;0;
;124;;;0;
;14;;0;0;
;23;;;0;
;114;0;0;0;
;194;;;0;
;246;14;;0;14
12;333;20;;0;23
21;390;25;13;0;33
41;433;33;24;0;50
84;610;65;53;0;96
240;1919;227;151;0;316
183;1538;181;113;0;251
297;2446;302;201;0;398
357;2850;329;203;0;483
313;3018;230;132;;411
671;6077;616;401;;886
;32;0;0;0;
;67;;;0;
;;;0;0;
;11;;;0;
;87;0;0;0;
0;134;;0;0;
;153;;;0;
;215;11;;0;14
12;246;13;;0;19
25;270;19;14;0;30
55;396;38;33;0;60
144;1183;128;92;0;180
107;935;103;69;0;141
153;1387;154;103;0;204
204;1507;196;123;0;277
133;1314;104;63;;174
595;5240;535;321;0;809
0;36;;0;0;
0;57;;0;0;
0;;;0;0;
0;12;0;0;0;0
;27;0;0;0;
;60;;;0;
;93;;;0;
;118;;;0;
;144;12;;0;14
16;163;14;10;0;20
29;214;27;20;0;36
96;736;99;59;0;136
76;603;78;44;0;110
144;1059;148;98;0;194
153;1343;133;80;0;206
180;1704;126;69;0;237
846;10801;918;421;15;1355
0;74;;0;0;
;137;;0;;
0;22;;0;0;
;22;;0;;
;92;0;0;0;
;170;0;0;0;
;219;;;0;12
17;267;12;;;23
23;328;23;14;;33
27;392;24;14;;38
34;555;28;16;;47
128;1710;145;71;;203
106;1364;124;59;;172
192;2348;246;106;;336
252;2893;282;135;;400
228;2884;204;88;;347
475;5642;489;236;;732
0;42;;0;0;
;76;;0;;
0;;0;0;0;0
;12;;0;;
;61;0;0;0;
;118;0;0;0;
;161;;;0;
14;181;;;0;16
16;215;14;10;0;20
13;252;11;;;18
18;345;19;11;;27
71;1048;80;39;0;112
57;830;63;29;0;91
112;1312;128;57;;185
151;1490;161;80;;233
112;1165;99;47;;164
371;5159;429;185;;623
0;32;0;0;0;0
0;61;;0;;
0;13;;0;0;
0;10;;0;;
0;31;0;0;0;0
0;52;0;0;0;0
;58;;;0;
;86;;;;
;113;;;;13
14;140;13;;0;20
16;210;;;0;20
57;662;65;32;;91
49;534;61;30;;81
80;1036;118;49;;151
101;1403;121;55;0;167
116;1719;105;41;;183
1004;7456;1345;932;12;1429
;103;;0;;
;172;;0;;
0;28;;0;;
0;26;;0;;
;121;;;0;
;212;12;;0;13
12;251;18;10;0;20
25;315;31;22;;35
33;359;41;31;;44
50;415;66;48;;69
91;602;113;88;;117
246;1797;316;224;;339
191;1421;250;170;;272
271;1678;369;253;;390
203;1366;277;190;0;290
201;1501;269;189;;284
592;4120;766;550;;815
;62;;0;0;
;103;;0;0;
0;14;0;0;0;0
0;12;;0;0;
0;100;;0;0;
;163;;;0;
;186;13;;0;14
21;231;25;18;;29
27;251;30;25;;33
35;267;42;33;;45
66;379;77;63;;81
159;1094;204;145;;219
118;854;157;105;;171
169;997;225;160;;236
122;725;160;114;0;168
81;540;98;76;;105
412;3336;579;382;;614
0;41;0;0;;
0;69;;0;;
0;14;;0;;
0;14;0;0;;
;21;;;0;
;49;;;0;
;65;;;0;
;84;;;0;
;108;11;;0;11
15;148;24;15;0;24
25;223;36;25;0;36
87;703;112;79;0;120
73;567;93;65;0;101
102;681;144;93;;154
81;641;117;76;0;122
120;961;171;113;;179
707;7154;804;453;0;1058
;128;0;0;0;
;228;;;0;
;29;;;0;
0;47;;0;0;
;127;;0;0;
;233;;;0;
13;291;14;11;0;16
25;326;23;16;0;32
33;368;33;19;0;47
42;427;45;25;0;62
72;563;73;42;0;103
207;1695;215;136;0;286
159;1356;168;108;0;219
182;1637;209;123;0;268
143;1339;166;90;0;219
100;1269;134;59;0;175
366;3940;406;223;0;549
;73;0;0;0;
;126;;;0;
;18;;;0;
0;20;0;0;0;0
;95;;0;0;
;181;;;0;
;221;;;0;
13;235;14;;0;18
18;248;18;11;0;25
28;281;28;17;0;39
41;354;41;22;0;60
114;1030;116;69;0;161
90;824;93;57;0;126
91;927;102;61;0;132
74;683;83;45;0;112
40;477;59;20;0;79
341;3214;398;230;0;509
0;55;0;0;0;0
0;102;;0;0;
0;11;;0;0;
0;27;;0;0;
0;32;;0;0;
;52;;;0;
;70;;;0;
12;91;;;0;14
15;120;15;;0;22
14;146;17;;0;23
31;209;32;20;0;43
93;665;99;67;0;125
69;532;75;51;0;93
91;710;107;62;0;136
69;656;83;45;0;107
60;792;75;39;0;96
422;6308;574;246;;757
;119;0;0;0;
;217;;;0;12
;33;;;0;
;38;;;0;
;129;;;0;
;190;;;0;
;224;;;0;10
13;283;18;10;0;21
12;336;18;;;24
16;374;19;;;33
31;479;43;21;;54
100;1402;133;65;;168
81;1108;103;48;;136
117;1455;148;69;;198
91;1243;137;48;;181
73;1144;108;43;;139
237;3473;322;140;;422
;57;0;0;0;
;120;;;0;
;17;;;0;
;23;0;0;0;
;105;;;0;
;146;;;0;
;171;;;0;
;192;10;;0;11
;201;11;;;15
;231;10;;;18
19;301;25;14;;31
66;846;85;45;0;106
53;660;65;33;0;85
71;833;81;41;;112
48;647;78;26;0;100
33;458;53;21;0;65
185;2835;252;106;;335
;62;0;0;0;
;97;;;0;
;16;;;0;
;15;;;0;
0;24;0;0;0;0
;44;;;0;
;53;;;0;
10;91;;;0;10
;135;;;;
;143;;;;15
12;178;18;;0;23
34;556;48;20;;62
28;448;38;15;;51
46;622;67;28;;86
43;596;59;22;;81
40;686;55;22;;74
21827;243065;25437;12486;486;35229
0;1234;14;0;;17
;2149;43;;11;60
0;246;13;0;;17
;356;11;;;18
36;2260;48;15;;74
75;4147;127;36;;172
130;5025;211;75;15;278
213;6143;285;109;23;411
364;7206;427;191;23;623
608;8915;679;355;37;969
911;12661;1061;514;51;1506
3026;37775;3679;1748;103;5055
2485;30141;3028;1455;78;4134
4738;47155;5703;2850;107;7691
6510;61636;7472;3826;111;10260
6648;75145;7449;3559;86;10611
12395;130374;14531;7369;250;19790
0;681;;0;;
;1261;24;;;31
0;141;;0;;11
;222;;;;10
22;1667;32;;;49
51;3016;78;24;;110
79;3490;123;44;;164
124;4083;165;62;;235
234;4630;247;123;10;368
402;5614;401;232;20;591
603;7918;649;339;30;941
1985;23459;2258;1160;60;3141
1626;18684;1853;964;44;2559
2964;27971;3531;1823;55;4722
3780;33548;4382;2282;60;5936
3086;31422;3692;1785;35;5024
9432;112691;10906;5117;236;15439
0;553;;0;;11
;888;19;;;29
0;105;;0;;
;134;;0;;
14;593;16;;;25
24;1131;49;12;;62
51;1535;88;31;;114
89;2060;120;47;14;176
130;2576;180;68;13;255
206;3301;278;123;17;378
308;4743;412;175;21;565
1041;14316;1421;588;43;1914
859;11457;1175;491;34;1575
1774;19184;2172;1027;52;2969
2730;28088;3090;1544;51;4324
3562;43723;3757;1774;51;5587
38874;264783;38997;26628;87;51305
13;1290;24;;0;33
58;2297;70;24;;104
11;297;17;;;24
14;375;15;;0;24
153;2405;126;89;0;190
383;4575;322;234;0;471
655;5915;563;424;0;794
1050;7634;902;705;0;1247
1611;9170;1335;1091;0;1855
2394;11202;1984;1670;;2710
3524;15570;2993;2503;;4020
8851;44455;8082;6270;17;10672
6755;35141;6287;4783;12;8264
9015;53430;9099;6388;23;11740
9377;66250;10194;6520;17;13066
7746;74940;8344;4817;27;11295
21942;143410;22114;15227;44;28860
;726;12;;0;14
25;1329;34;12;0;47
;161;;;0;10
;214;;;0;13
84;1693;70;49;0;105
242;3266;201;149;0;294
408;4123;353;267;0;494
619;5102;534;419;0;734
974;5941;791;660;0;1105
1474;7078;1206;1037;;1645
2200;9845;1834;1549;;2491
5361;27507;4812;3737;10;6441
4038;21579;3710;2820;;4929
5230;31455;5341;3748;14;6832
5329;36071;5837;3736;;7436
3662;31602;4149;2389;11;5431
16932;121373;16883;11401;43;22445
;564;12;;0;19
33;968;36;12;;57
;136;;;;14
;161;;;0;11
69;712;56;40;0;85
141;1309;121;85;0;177
247;1792;210;157;0;300
431;2532;368;286;0;513
637;3229;544;431;0;750
920;4124;778;633;0;1065
1324;5725;1159;954;0;1529
3490;16948;3270;2533;;4231
2717;13562;2577;1963;;3335
3785;21975;3758;2640;;4908
4048;30179;4357;2784;10;5630
4084;43338;4195;2428;16;5864
16545;233400;20769;8803;327;28803
13;1274;21;;;31
33;2169;44;10;;74
;263;10;0;;13
14;339;;;;19
34;2038;47;17;;69
65;3737;97;35;;131
107;4746;151;56;;204
167;6026;231;89;;317
238;7151;322;124;10;446
346;8598;468;178;;643
574;11759;755;314;13;1028
1997;34762;2800;1111;43;3727
1627;27722;2327;904;34;3082
3296;45786;4540;1907;65;5987
4912;61478;6230;2698;98;8533
5729;70844;6359;2775;94;9391
9173;124606;11699;5127;174;15902
;690;;;;15
12;1226;19;;;33
0;148;;0;;
;185;;;0;
19;1474;22;10;;33
45;2706;54;25;;76
65;3349;87;31;;123
89;4085;128;45;;177
131;4652;181;72;;245
187;5416;257;103;;343
337;7337;431;188;;585
1204;21414;1661;684;19;2200
974;17012;1382;556;15;1815
1945;26910;2688;1144;38;3525
2890;33308;3689;1644;56;4985
2801;29541;3203;1480;48;4563
7372;108794;9070;3676;153;12901
;584;12;;;16
21;943;25;;;41
;115;;0;0;
;154;;;;12
15;564;25;;;36
20;1031;43;10;;55
42;1397;64;25;0;81
78;1941;103;44;;140
107;2499;141;52;;201
159;3182;211;75;;300
237;4422;324;126;;443
793;13348;1139;427;24;1527
653;10710;945;348;19;1267
1351;18876;1852;763;27;2462
2022;28170;2541;1054;42;3548
2928;41303;3156;1295;46;4828
10454;103560;9619;5131;200;15137
;758;;0;0;
;1353;17;0;;31
;163;;0;;
;249;;0;;13
28;1272;29;;;52
51;2194;55;17;;95
95;2480;81;32;;149
141;3005;129;53;10;225
218;3688;206;88;14;350
397;4959;356;182;17;588
599;7054;564;305;19;877
1820;19813;1757;908;50;2719
1471;15660;1419;727;40;2203
2619;22557;2426;1342;50;3752
2951;25106;2742;1537;39;4194
2466;24573;2137;1092;23;3533
5572;53801;5266;2852;98;8080
;411;;0;0;
;771;;0;;18
;84;;0;;
;150;;0;0;
14;948;15;;;28
23;1619;32;;;54
49;1743;42;13;;81
80;1999;63;27;;120
126;2303;111;53;;192
232;2977;198;110;;328
373;4222;326;188;;520
1098;11899;1023;539;21;1603
873;9404;823;425;16;1287
1534;12775;1439;814;25;2183
1615;12714;1557;874;18;2315
983;9047;945;482;13;1459
4882;49759;4353;2279;102;7057
0;347;;0;0;
;582;;0;;13
0;79;;0;;
;99;;0;;
14;324;14;;;24
28;575;23;11;;41
46;737;39;19;;68
61;1006;66;26;;105
92;1385;95;35;;158
165;1982;158;72;;260
226;2832;238;117;10;357
722;7914;734;369;29;1116
598;6256;596;302;24;916
1085;9782;987;528;25;1569
1336;12392;1185;663;21;1879
1483;15526;1192;610;10;2074
17309;112794;13916;9814;47;21442
;770;;;;16
27;1417;32;10;;51
;161;;0;0;10
10;246;12;;0;16
85;1516;61;41;;106
188;2597;131;86;;234
323;3059;216;163;;376
539;3762;344;275;;608
815;4653;533;436;;912
1146;6061;787;641;0;1292
1774;8466;1238;1000;0;2012
4464;22756;3403;2602;10;5271
3347;17722;2622;1967;10;4008
4316;25321;3580;2577;15;5332
4082;26856;3493;2368;12;5215
2547;24024;2146;1255;;3439
9368;58931;7572;5361;22;11594
;420;;;;11
17;835;20;;;31
0;87;;0;0;
;157;11;;0;13
49;1125;39;26;;63
106;1858;72;47;;132
168;2023;112;81;;199
279;2365;183;144;;318
450;2834;295;241;;504
663;3694;457;371;0;749
1051;5127;722;590;0;1183
2579;13657;1945;1499;;3026
1913;10636;1491;1124;;2281
2425;14114;2023;1447;;3009
2195;13486;1880;1276;;2803
1104;8922;992;570;0;1526
7941;53863;6344;4453;25;9848
;350;;0;;
10;582;12;;;20
;74;;0;0;
;89;;;0;
36;391;22;15;0;43
82;739;59;39;0;102
155;1036;104;82;0;177
260;1397;161;131;0;290
365;1819;238;195;0;408
483;2367;330;270;0;543
723;3339;516;410;0;829
1885;9099;1458;1103;;2245
1434;7086;1131;843;;1727
1891;11207;1557;1130;;2323
1887;13370;1613;1092;;2412
1443;15102;1154;685;;1913
6983;95625;6924;3108;170;10949
;686;12;;;19
16;1239;21;;;38
;125;;0;0;
;185;;0;;10
21;1276;25;;;41
47;2038;51;13;;87
77;2289;72;26;;124
116;2891;119;50;;189
170;3549;167;66;;275
235;4320;226;96;;366
395;6148;376;168;;609
1267;17449;1262;562;35;1996
1005;13679;1019;454;27;1593
1767;21207;1772;860;41;2714
1996;24460;2047;911;48;3174
1539;22021;1426;615;36;2385
3804;49751;3800;1727;79;5946
;385;;;;10
10;745;;;;19
;72;;0;0;
;110;;0;;
13;937;15;;;23
27;1460;29;;;48
48;1562;40;16;;73
71;1924;68;29;;112
99;2284;93;39;;155
136;2690;126;54;;209
221;3712;218;91;;353
692;10417;731;308;18;1131
547;8174;588;248;13;898
1069;11847;1025;511;20;1599
1095;12350;1149;525;24;1741
704;8318;663;290;11;1087
3179;45874;3124;1381;91;5003
;301;;0;0;
;494;12;0;;19
;53;;0;0;
;75;;0;;
;339;10;;;18
20;578;22;;;39
29;727;32;10;0;51
45;967;51;21;;77
71;1265;74;27;;120
99;1630;100;42;0;157
174;2436;158;77;;256
575;7032;531;254;17;865
458;5505;431;206;14;695
698;9360;747;349;21;1115
901;12110;898;386;24;1433
835;13703;763;325;25;1298
365;12069;831;177;26;1045
0;78;;0;0;
0;114;;0;;10
0;;;0;0;
0;20;;0;;
;96;;;0;
;159;;;0;11
;183;;;0;
;253;;;0;
11;330;14;;0;21
14;447;20;;0;29
23;645;30;;0;44
74;1825;112;37;;153
57;1440;92;30;;123
86;2363;162;46;;209
81;2572;183;39;;232
101;4336;330;46;;392
229;6535;489;112;16;622
0;37;;0;0;
0;61;;0;;
0;;0;0;0;0
0;13;;0;;
;70;;0;0;
;109;;;0;
;126;;;0;
;183;;;0;
;235;10;;0;15
;302;14;;0;20
17;429;19;;0;30
51;1198;66;25;;94
37;940;54;20;;73
63;1485;104;34;;136
53;1472;125;26;;158
48;1725;165;23;;194
136;5534;342;65;10;423
0;41;;0;0;
0;53;;0;0;
0;;;0;0;
0;;;0;0;
;26;;;0;
;50;;;0;
;57;;;0;
;70;;0;0;
;95;;;0;
;145;;;0;
;216;11;;0;14
23;627;46;12;;59
20;500;38;10;;50
23;878;58;12;;73
28;1100;58;13;;74
53;2611;165;23;;198
744;12879;1096;442;;1398
;73;;;0;
;108;;;0;
;10;;0;0;
0;12;0;0;0;0
;91;;0;0;
11;174;;;0;13
23;224;14;10;0;27
37;304;29;21;0;45
47;386;40;29;0;58
61;488;51;37;0;75
86;737;75;52;;109
200;2076;207;121;;286
150;1617;161;91;0;220
199;2556;239;120;0;318
116;2747;230;78;0;268
118;4426;330;61;0;387
432;6958;623;266;;789
;49;;;0;
;72;;;0;
;;;0;0;
0;;0;0;0;0
;65;;0;0;
;126;;;0;10
15;169;11;;0;19
25;218;20;14;0;31
30;260;23;17;0;36
36;326;34;23;0;47
59;494;54;38;;75
116;1332;115;68;;163
79;1024;83;45;0;117
119;1585;157;75;0;201
74;1555;136;50;0;160
51;1744;154;33;0;172
312;5921;473;176;0;609
0;24;;0;0;
0;36;;0;0;
0;;0;0;0;0
0;;0;0;0;0
0;26;;0;0;
;48;;;0;
;55;;;0;
12;86;;;0;14
17;126;17;12;0;22
25;162;17;14;0;28
27;243;21;14;0;34
84;744;92;53;0;123
71;593;78;46;0;103
80;971;82;45;0;117
42;1192;94;28;0;108
67;2682;176;28;0;215
608;12751;983;269;15;1336
0;79;0;0;0;0
;145;;;0;
;23;;;0;
;28;;;0;
;84;;;0;
;143;;;0;
;195;;0;0;
;250;10;;;17
19;331;16;;;33
27;456;25;;;45
31;678;38;15;0;54
94;1836;113;44;;165
77;1412;91;35;;135
100;2384;174;51;;224
132;2985;246;64;;317
240;4552;406;97;;555
366;6848;573;176;;768
0;41;0;0;0;0
;87;;;0;
;18;;;0;
0;18;;0;0;
;70;;;0;
;114;;;0;
;143;;0;0;
;177;;;0;10
12;222;11;;;21
22;307;20;;;35
28;434;29;14;0;43
73;1195;84;39;;119
58;934;68;31;;96
60;1484;107;29;0;138
79;1670;151;41;;190
123;1814;197;56;;266
242;5903;410;93;10;568
0;38;0;0;0;0
;58;;;0;
0;;;0;0;
;10;;;0;
0;14;0;0;0;0
;29;0;0;0;
;52;0;0;0;
;73;;;;
;109;;;;12
;149;;0;0;10
;244;;;0;11
21;641;29;;;46
19;478;23;;;39
40;900;67;22;;86
53;1315;95;23;;127
117;2738;209;41;;289
1541;16468;1233;644;35;2161
0;92;0;0;0;0
0;197;;0;0;
0;22;;0;0;
0;33;;0;0;
;196;;0;;
;278;;0;;
;294;;;0;
;381;;;;11
15;457;10;;;22
33;562;18;12;;41
49;764;44;22;;72
151;2358;172;70;;260
124;1918;141;57;;215
332;3282;279;158;11;463
466;4365;379;203;;645
551;5045;370;198;;730
891;8819;723;404;21;1228
0;52;0;0;0;0
0;124;;0;0;
0;15;;0;0;
0;25;;0;0;
;149;;0;0;
;206;;0;0;
;188;;;0;
;244;;;;
;299;;;;13
20;361;;;;24
28;473;21;10;;40
93;1407;95;40;;153
78;1141;79;34;;128
208;1920;171;103;;284
301;2394;250;137;;415
263;2163;191;115;;340
650;7649;510;240;14;933
0;40;0;0;0;0
0;73;;0;0;
0;;0;0;0;0
0;;0;0;0;0
0;47;;0;;
0;72;;0;;
0;106;;0;0;
;137;;;0;
;158;;;0;
13;201;;;0;17
21;291;23;12;0;32
58;951;77;30;;107
46;777;62;23;;87
124;1362;108;55;;179
165;1971;129;66;;230
288;2882;179;83;;390
2785;18362;2169;1620;;3337
;95;0;0;0;
;193;;0;0;
0;25;;0;0;
0;32;;0;0;
;219;;;0;
18;344;12;10;0;20
23;370;17;13;0;27
47;462;32;26;0;53
81;564;51;41;0;91
127;691;85;70;0;142
220;989;161;138;0;243
580;2888;411;339;;653
440;2284;306;249;;498
688;3924;578;444;0;822
732;4732;610;442;0;900
592;5128;437;289;;742
1641;9864;1240;947;;1937
;51;0;0;0;
;110;;0;0;
0;16;;0;0;
0;16;;0;0;
;163;;;0;
11;260;;;0;13
16;275;12;;0;20
26;317;16;12;0;30
42;356;25;19;0;48
80;429;58;45;0;93
153;631;116;99;0;170
388;1765;267;223;;433
289;1373;192;157;;325
393;2262;317;239;0;471
448;2621;366;277;0;537
294;2100;206;146;;356
1144;8498;929;673;0;1400
0;44;0;0;0;0
0;83;;0;0;
0;;0;0;0;0
0;16;;0;0;
;56;;;0;
;84;;;0;
;95;;;0;
21;145;16;14;0;23
39;208;26;22;0;43
47;262;27;25;0;49
67;358;45;39;0;73
192;1123;144;116;0;220
151;911;114;92;0;173
295;1662;261;205;0;351
284;2111;244;165;0;363
298;3028;231;143;0;386
1061;16457;1016;475;53;1652
;87;0;0;0;
;166;;;;
;15;0;0;0;
0;35;;0;0;
;180;;;;
;298;;;0;
;331;;;;13
13;394;17;;;25
23;458;22;11;0;34
30;577;24;12;;43
48;791;48;25;;72
162;2284;144;78;;231
129;1822;110;59;;183
219;3368;209;115;10;322
303;4559;325;149;19;498
327;4811;290;113;18;520
612;8725;561;282;26;915
;36;0;0;0;
;86;;;0;
0;;0;0;0;0
0;21;0;0;0;0
;129;;;0;
;210;;;0;
;231;;;0;
;267;;;0;12
14;292;13;;0;20
18;371;11;;;24
26;516;29;15;;41
100;1379;86;50;;137
82;1079;63;37;;109
134;1972;121;63;;195
177;2419;187;85;12;291
170;2021;144;72;;249
449;7732;455;193;27;737
0;51;0;0;0;0
;80;;0;;
;;0;0;0;
0;14;;0;0;
0;51;;0;;
0;88;;0;0;
;100;;0;;
;127;;;;13
;166;;;0;14
12;206;13;;0;19
22;275;19;10;0;31
62;905;58;28;;94
47;743;47;22;;74
85;1396;88;52;;127
126;2140;138;64;;207
157;2790;146;41;10;271
16721;128720;14413;8017;223;23335
;678;;;0;
;1187;20;;;27
0;118;;0;;
;190;;;;
26;1340;21;;;40
61;2370;61;26;;100
115;2559;96;44;;170
197;2980;155;82;;274
289;3659;227;118;;406
469;4793;356;198;;633
761;6952;624;353;;1041
2311;20705;2100;1180;46;3276
1847;16539;1705;962;39;2628
3462;25060;3099;1827;34;4767
4427;30661;4061;2284;54;6256
5790;40964;4561;2418;70;8002
9024;66403;7897;4603;96;12411
;384;;;0;
;701;;;;11
0;62;;0;;
;105;;;0;
16;996;14;;0;24
41;1786;40;16;;67
74;1892;59;24;;111
130;2061;95;52;;175
204;2454;144;82;;270
340;3175;225;140;;429
527;4475;395;238;;689
1505;12907;1294;766;23;2055
1195;10262;1043;624;20;1633
2168;14526;1915;1169;17;2931
2482;15734;2289;1344;24;3450
2355;15513;2030;1114;23;3293
7697;62317;6516;3414;127;10924
;294;;0;0;
;486;11;0;;16
0;56;;0;;
0;85;;0;;
10;344;;;;16
20;584;21;10;;33
41;667;37;20;;59
67;919;60;30;;99
85;1205;83;36;;136
129;1618;131;58;;204
234;2477;229;115;;352
806;7798;806;414;23;1221
652;6277;662;338;19;995
1294;10534;1184;658;17;1836
1945;14927;1772;940;30;2806
3435;25451;2531;1304;47;4709
11787;120944;12206;7044;14;16959
;702;14;0;0;15
18;1249;30;;0;41
;114;;0;0;
;204;10;;0;14
37;1411;41;22;0;56
93;2466;83;54;0;122
172;2737;122;89;0;205
275;3266;210;153;;333
383;3872;312;216;;480
573;4908;464;329;0;708
854;7131;730;518;0;1066
2360;20356;2222;1471;;3111
1862;16074;1777;1165;;2474
2795;24665;2926;1756;;3966
2894;28569;3232;1832;;4300
2779;35465;3039;1442;;4378
6615;63092;6808;4027;;9400
0;392;11;0;0;11
;732;17;;0;23
0;56;;0;0;
;118;;;0;
21;1060;19;11;0;29
61;1859;50;35;0;76
106;1987;77;59;0;124
160;2279;128;94;;195
234;2586;192;128;;299
372;3155;290;214;0;448
560;4575;458;337;0;681
1496;12703;1357;912;;1941
1172;9954;1080;721;;1531
1629;14151;1705;1007;;2328
1615;14532;1810;1039;;2388
1273;13681;1451;723;0;2001
5172;57852;5398;3017;;7559
;310;;0;0;
;517;13;;0;18
;58;;0;0;
;86;;;0;
16;351;22;11;0;27
32;607;33;19;0;46
66;750;45;30;0;81
115;987;82;59;0;138
149;1286;120;88;0;181
201;1753;174;115;0;260
294;2556;272;181;0;385
864;7653;865;559;;1170
690;6120;697;444;;943
1166;10514;1221;749;;1638
1279;14037;1422;793;;1912
1506;21784;1588;719;;2377
8458;114240;9228;4181;194;13684
;606;12;0;;15
11;1137;28;;;39
;128;;;0;
;200;;;;
19;1225;20;;;34
50;2060;51;22;;80
78;2468;81;31;;129
104;3031;110;41;;176
173;3522;154;73;;258
289;4383;241;122;;411
417;6118;406;203;;626
1298;18017;1416;708;36;2041
1057;14361;1161;580;31;1668
1757;22983;2054;973;41;2875
2239;28127;2559;1148;38;3685
2710;34502;2769;1164;67;4377
4636;59095;4973;2390;85;7296
;331;;0;;
;668;20;;;28
;71;;;0;
;108;;;;
11;909;13;;;22
29;1494;28;12;;46
51;1773;49;20;0;80
67;2117;69;27;;110
111;2336;97;48;;162
185;2835;150;81;;256
258;3905;242;128;;377
800;11180;834;441;19;1212
652;8861;684;362;15;989
1045;13118;1201;585;24;1682
1271;14382;1423;671;15;2036
1230;13301;1248;570;20;1926
3822;55145;4255;1791;109;6388
0;275;;0;0;
;469;;0;;11
;57;;0;0;
0;92;0;0;;
;316;;;0;12
21;566;23;10;0;34
27;695;32;11;;49
37;914;41;14;;66
62;1186;57;25;;96
104;1548;91;41;;155
159;2213;164;75;;249
498;6837;582;267;17;829
405;5500;477;218;16;679
712;9865;853;388;17;1193
968;13745;1136;477;23;1649
1480;21201;1521;594;47;2451
9775;79143;8905;4571;178;14280
;507;;0;0;
;861;;0;;18
;89;0;0;;
;145;;0;;
;912;13;;;19
16;1611;26;;0;36
28;1812;41;13;;59
58;2070;65;26;;104
101;2357;127;55;;178
167;3058;222;95;;302
275;4356;362;152;15;499
1080;13010;1320;596;34;1836
911;10432;1092;501;26;1527
1921;15993;2014;1034;33;2933
2899;19570;2661;1455;46;4148
3629;22970;2588;1359;46;4903
4989;40696;4792;2554;79;7302
;262;;0;0;
;486;;0;;10
;51;0;0;0;
0;84;0;0;;
;680;;0;0;
;1160;13;;0;17
20;1255;28;11;;38
34;1399;41;17;;61
61;1541;75;34;;104
103;1918;124;54;;178
162;2704;200;85;;284
661;7936;748;354;16;1070
561;6322;619;298;14;895
1137;9114;1172;629;16;1695
1592;10037;1499;844;24;2269
1451;8646;1190;653;14;2002
4786;38447;4113;2017;99;6978
0;245;;0;0;
;375;;0;;
0;38;0;0;;
;61;;0;;
;232;;;;11
;451;13;;0;19
;557;13;;;21
24;671;24;;;43
40;816;52;21;;74
64;1140;98;41;;124
113;1652;162;67;;215
419;5074;572;242;18;766
350;4110;473;203;12;632
784;6879;842;405;17;1238
1307;9533;1162;611;22;1879
2178;14324;1398;706;32;2901
10054;79322;9515;6014;23;13572
;492;;0;0;17
21;889;35;10;0;46
;103;;;0;
;145;14;;0;14
37;1009;41;22;0;56
66;1726;68;39;;96
104;1981;110;65;;150
174;2366;160;107;;229
282;2790;252;180;;356
457;3477;414;304;;567
728;4897;629;477;;880
2107;14067;1976;1379;;2707
1656;11108;1592;1087;;2164
