ProcedureCode;TotalProc;pr0;pr1;pr2;pr3;pr4;pr5;pr6;pr7;pr8;pr9;pr10;pr11;pr12;pr13;pr14;pr15;pr16;pr17;pr18;pr19;pr20
70540;14;8;1;2;;;1;;;;2;;;;;;;;;;;
70542;6;2;1;;1;1;;;;1;;;;;;;;;;;;
70543;61;19;14;4;4;2;6;7;;1;1;;2;;;;1;;;;;
70544;1457;270;287;256;132;93;59;31;35;24;17;17;33;20;27;19;24;28;17;19;26;23
70545;29;5;4;2;2;;;1;1;;3;;1;1;1;1;2;3;1;;1;
70546;24;11;4;2;;2;;1;;1;;2;;1;;;;;;;;
70547;241;13;21;33;39;44;28;14;12;7;5;3;2;2;1;3;2;4;2;3;2;1
70548;67;2;28;7;8;1;2;2;;1;2;5;;;1;1;1;1;3;1;;1
70549;439;43;119;90;63;31;19;15;11;7;4;5;4;7;3;3;5;1;2;;4;3
70551;2886;535;501;538;283;165;117;99;74;59;50;49;31;42;55;39;61;45;48;27;38;30
70552;28;7;6;2;5;;1;2;1;;;;;2;1;;;;;;;1
70553;1884;336;363;366;177;119;58;48;40;34;38;28;30;33;32;22;29;29;23;25;27;27
70554;2;2;;;;;;;;;;;;;;;;;;;;
70557;1;;1;;;;;;;;;;;;;;;;;;;
71010;192171;70075;39039;14294;7293;6489;6284;7274;7108;6233;5114;4772;4127;3405;2673;2125;1526;1212;1016;901;694;517
71015;1;1;;;;;;;;;;;;;;;;;;;;
71020;136705;76927;24912;8319;4202;3562;3347;3037;2586;2015;1632;1327;1036;793;620;488;355;293;314;379;308;253
71021;34;13;7;5;1;;;3;1;;2;1;;;;;;;;;;1
71022;13;3;4;3;;2;;;1;;;;;;;;;;;;;
71030;19;8;7;1;;1;;;;;1;;;;;;;;;;1;
71035;96;15;32;20;11;2;4;;3;3;;;2;1;1;;;1;;;;1
71060;1;1;;;;;;;;;;;;;;;;;;;;
71090;1;1;;;;;;;;;;;;;;;;;;;;
71100;2575;983;814;330;132;81;47;35;25;31;31;12;11;12;7;6;1;6;4;5;1;1
71101;3229;1831;717;239;103;65;49;45;49;28;30;15;17;10;13;6;6;2;3;;1;
71110;144;55;42;19;8;2;3;3;1;2;3;1;1;1;1;;1;;1;;;
71111;107;46;25;13;5;2;3;2;2;;4;;2;1;1;;1;;;;;
71120;316;56;139;49;26;12;7;6;5;3;1;3;2;2;3;;;;1;;1;
71130;5;2;2;1;;;;;;;;;;;;;;;;;;
71250;2093;355;495;368;184;95;67;53;55;40;44;50;48;46;41;33;27;27;21;18;11;15
71260;7067;740;1780;1320;624;351;251;262;235;233;198;190;163;160;130;114;83;70;61;53;28;21
71270;281;16;37;32;10;9;3;8;10;13;6;7;13;19;15;9;17;20;6;10;11;10
71275;11663;1807;2993;2049;491;274;287;327;396;391;370;394;344;290;257;215;191;162;137;88;113;87
71550;7;1;;1;2;2;;;;;;;;;1;;;;;;;
71552;5;1;1;;1;;;;;;1;;;;;;1;;;;;
71555;5;;1;3;;1;;;;;;;;;;;;;;;;
72010;15;7;5;2;;;;;;;;;;;;;;;;;;1
72020;475;166;141;51;39;21;10;10;5;7;7;5;1;1;4;2;2;2;;1;;
72040;13374;6412;3528;1566;633;297;191;142;112;96;83;65;43;43;33;31;18;17;19;17;15;13
72050;2695;1397;595;297;111;66;52;37;29;25;20;14;9;11;8;4;5;6;4;3;;2
72052;208;110;45;19;13;4;4;3;1;4;;;2;1;;1;;1;;;;
72069;7;3;3;;;;;;1;;;;;;;;;;;;;
72070;3386;909;1102;611;299;133;76;41;42;32;24;13;21;16;16;5;9;8;8;9;9;3
72072;3172;922;931;545;315;124;76;46;34;31;34;23;19;19;12;7;10;5;7;5;2;5
72074;211;61;92;37;17;3;;;;;;;1;;;;;;;;;
72080;251;111;75;24;11;5;4;2;3;4;;4;3;1;;1;;;;;1;2
72090;4;1;1;;;;;;;;;;1;;;;;;1;;;
72100;19022;8422;4514;2610;1261;640;369;238;187;161;117;106;75;62;44;53;37;33;30;24;24;15
72110;3117;1499;698;383;189;83;68;37;36;23;22;11;11;9;8;11;4;6;9;5;4;1
72114;195;13;80;50;21;11;11;4;;2;2;;;;;;1;;;;;
72120;7;2;2;1;;;;;;;;;;1;;;;;;;;1
72125;24421;2625;6189;5121;3198;1832;1081;689;612;571;487;420;335;300;221;177;168;103;106;80;63;43
72126;361;10;14;72;146;66;32;11;5;;2;;1;;;1;;;1;;;
72127;25;1;4;3;3;1;1;;;1;2;;;2;;1;1;1;1;1;2;
72128;1658;220;304;349;223;141;99;49;37;44;31;20;25;13;25;19;12;14;8;13;6;6
72129;373;3;10;24;69;142;58;35;11;7;2;3;3;;;1;1;1;;1;2;
72130;3;1;1;;;;;;;;;;;;;;;;;1;;
72131;4082;980;846;624;484;301;172;111;104;60;70;62;44;60;33;27;24;25;21;14;11;9
72132;515;41;33;30;40;76;146;60;38;13;10;4;10;2;2;3;2;;1;;1;3
72133;13;2;4;1;1;;1;;;;;;1;;;;;1;;1;1;
72141;754;179;133;104;90;60;38;26;18;16;15;11;9;7;9;4;5;2;12;6;2;8
72142;8;1;4;2;1;;;;;;;;;;;;;;;;;
72146;246;45;43;35;29;21;14;14;5;7;3;3;6;3;2;4;3;3;1;2;3;
72147;9;3;1;1;1;1;;1;;;1;;;;;;;;;;;
72148;1230;455;243;138;92;75;50;32;32;20;14;12;7;9;11;10;3;5;6;6;5;5
72149;12;4;;2;2;2;1;;;;;;1;;;;;;;;;
72156;184;31;43;31;20;17;12;4;6;3;2;2;2;4;1;2;1;1;;2;;
72157;121;18;31;24;11;13;9;2;1;1;;2;1;;1;1;3;2;;1;;
72158;439;114;92;65;34;21;14;21;14;8;3;10;7;6;6;4;4;6;4;1;2;3
72159;3;;2;1;;;;;;;;;;;;;;;;;;
72170;11218;2754;2354;1718;1120;727;509;446;340;246;164;160;138;118;99;61;66;45;41;39;50;23
72190;515;154;143;73;53;28;13;6;9;10;6;7;5;3;3;;;1;;;;1
72191;266;62;48;59;27;13;6;4;3;9;8;4;1;2;2;6;3;2;4;2;;1
72192;3380;827;892;436;244;151;109;106;86;100;98;70;61;45;37;35;24;15;19;11;8;6
72193;1693;295;373;154;88;51;42;53;83;81;80;83;73;53;61;31;30;20;24;7;9;2
72194;73;10;13;2;3;3;2;4;9;6;4;5;2;2;1;1;1;;3;;1;1
72195;110;23;18;13;9;4;4;5;2;3;2;6;4;4;3;2;2;1;1;1;3;
72196;2;1;;;;1;;;;;;;;;;;;;;;;
72197;64;14;8;8;3;;4;2;1;4;3;1;1;7;;4;1;1;2;;;
72198;1;1;;;;;;;;;;;;;;;;;;;;
72200;5;;2;;1;;;;1;;;;1;;;;;;;;;
72202;27;7;8;6;3;;2;1;;;;;;;;;;;;;;
72220;1441;441;506;210;126;57;33;13;20;5;6;4;4;3;1;4;4;;;1;1;2
72240;1;;;;;1;;;;;;;;;;;;;;;;
72265;6;;1;;1;;;;;1;1;1;;;1;;;;;;;
72270;1;;;;;;;;;;;;;;;1;;;;;;
72275;1;;1;;;;;;;;;;;;;;;;;;;
72291;31;;2;3;2;2;3;2;1;1;1;;;;3;1;3;;4;;1;2
72292;1;;;;;;;;;;;;1;;;;;;;;;
73000;2762;1432;773;270;124;58;35;15;16;10;8;5;3;3;1;3;1;2;1;;1;1
73010;345;105;107;59;28;25;6;7;1;3;1;1;;;1;;1;;;;;
73020;2044;552;667;332;139;110;57;52;29;18;12;9;10;11;8;4;3;3;6;7;9;6
73030;22243;9028;5883;3026;1509;818;564;328;240;196;145;126;96;68;62;38;41;23;16;15;11;10
73040;1;;;1;;;;;;;;;;;;;;;;;;
73050;77;26;30;13;2;4;1;1;;;;;;;;;;;;;;
73060;4725;1170;1446;815;427;244;149;111;80;64;43;32;27;21;25;21;10;10;10;12;5;3
73070;3805;1097;1275;501;273;161;139;85;59;43;30;27;17;13;13;13;15;10;8;9;10;7
73080;11280;4176;3724;1573;743;350;172;146;82;76;51;25;40;28;26;20;11;6;10;10;6;5
73085;1;;;1;;;;;;;;;;;;;;;;;;
73090;11113;2970;4068;2003;810;388;230;161;122;71;69;43;21;33;24;16;16;18;13;12;15;10
73092;462;200;181;50;23;4;1;2;1;;;;;;;;;;;;;
73100;3795;824;1303;722;362;194;105;69;60;44;21;24;10;6;6;11;6;2;8;5;4;9
73110;19400;5749;7289;3278;1391;637;326;203;127;113;66;53;39;26;29;21;9;16;12;8;4;4
73115;1;1;;;;;;;;;;;;;;;;;;;;
73120;3320;1153;963;419;262;131;100;62;54;34;40;25;20;14;12;12;6;6;2;3;1;1
73130;24528;8743;8567;3642;1448;721;389;279;194;126;103;74;54;41;24;25;22;23;18;20;9;6
73140;12851;4807;5009;1834;599;270;132;64;38;25;22;13;13;6;4;4;2;1;2;2;2;2
73200;624;62;142;140;104;46;33;26;10;13;8;4;5;8;5;6;3;4;1;2;1;1
73201;68;15;18;14;3;4;3;2;2;2;;;;;2;1;1;;;;;1
73202;3;;1;;;1;;;;;;;;;1;;;;;;;
73206;34;2;6;4;3;2;3;3;2;2;;5;2;;;;;;;;;
73218;25;9;2;3;1;1;;;2;1;2;1;1;1;;;;;;;1;
73220;6;1;2;1;;;;;;2;;;;;;;;;;;;
73221;60;11;12;10;7;7;3;1;2;1;1;;;2;1;1;;1;;;;
73222;1;;;;1;;;;;;;;;;;;;;;;;
73223;8;2;1;1;3;;;;;;;;;;;;1;;;;;
73500;992;218;251;181;103;55;39;30;20;19;13;11;5;11;1;5;2;4;7;4;8;5
73510;11176;3162;2912;1765;1043;626;408;278;226;158;136;102;87;71;55;48;27;23;15;15;8;11
73520;976;408;191;103;65;53;32;26;15;16;10;11;9;5;8;2;7;3;3;5;3;1
73525;1;;;;1;;;;;;;;;;;;;;;;;
73530;5;;;1;2;;1;;1;;;;;;;;;;;;;
73540;76;43;15;9;3;1;1;2;1;1;;;;;;;;;;;;
73550;4008;1000;1020;620;362;228;164;144;91;95;63;38;36;28;21;16;21;13;11;14;13;10
73560;6354;2673;1468;672;398;269;193;136;110;86;67;55;43;38;23;24;10;18;23;16;20;12
73562;15168;6988;3751;1695;944;552;367;223;162;106;90;64;53;45;27;24;17;15;19;12;8;6
73564;9006;3850;2607;1048;499;294;176;127;93;71;56;32;40;24;19;21;15;12;5;8;6;3
73565;17;5;5;5;;1;;1;;;;;;;;;;;;;;
73590;9831;3242;2796;1436;695;440;291;210;165;120;93;62;52;49;38;28;19;32;17;23;8;15
73592;390;197;130;39;8;2;3;4;2;2;2;;1;;;;;;;;;
73600;2847;1039;814;378;176;104;80;69;37;25;15;31;22;9;15;9;9;5;3;1;4;2
73610;25377;10947;8454;3078;1164;519;340;196;164;114;84;80;63;45;36;13;17;14;13;7;19;10
73615;1;1;;;;;;;;;;;;;;;;;;;;
73620;2860;1200;749;355;203;83;65;42;33;22;23;17;16;11;8;8;4;6;2;5;1;7
73630;22520;9722;6663;3146;1278;537;336;218;158;102;91;61;45;35;26;24;9;12;17;20;8;12
73650;724;236;210;128;69;30;15;11;4;3;4;5;3;;1;;1;1;1;1;1;
73660;3067;1781;814;245;107;29;24;7;12;18;7;6;6;1;4;2;2;1;;1;;
73700;1779;272;371;354;249;160;77;70;40;41;32;26;20;16;14;9;5;10;4;5;1;3
73701;134;43;25;21;10;6;4;4;4;7;1;1;2;3;;3;;;;;;
73702;8;1;3;;;;;;1;1;1;;;;;;;;;1;;
73706;112;23;18;9;8;7;2;5;10;5;6;5;2;3;4;2;;;;2;;1
73718;46;18;9;10;2;2;1;1;;;2;;;;;;;1;;;;
73719;2;1;;;1;;;;;;;;;;;;;;;;;
73720;39;11;11;3;4;1;;;;;2;;1;2;;1;;;;;2;1
73721;236;61;66;33;26;10;6;8;11;1;2;2;2;;;;1;1;2;;3;1
73723;23;3;3;5;3;1;4;1;;;2;1;;;;;;;;;;
74000;10782;5099;2548;882;410;353;294;224;202;156;114;95;74;66;45;32;22;31;33;54;27;21
74010;999;483;173;52;46;35;57;33;28;27;21;11;13;9;5;2;1;1;1;;;1
74020;6693;3083;1366;461;242;256;281;241;182;135;114;79;62;50;36;22;22;17;16;16;5;7
74022;13954;6841;2433;623;382;494;639;561;458;341;268;198;155;109;100;74;58;49;69;39;38;25
74150;2391;392;442;563;198;94;80;76;94;89;75;68;50;42;39;23;20;18;7;14;7;
74160;1905;90;254;409;163;91;50;74;86;98;89;79;74;84;62;49;42;41;26;17;15;12
74170;177;14;30;22;21;4;9;8;12;10;6;7;9;4;2;3;6;4;2;2;;2
74174;493;64;34;69;60;22;17;16;14;28;18;21;25;18;14;11;8;15;18;10;5;6
74175;481;46;52;68;71;40;23;21;20;27;20;13;13;13;11;8;8;8;9;6;1;3
74176;42984;17270;9837;3018;1897;1926;1867;1687;1252;981;805;585;418;339;243;189;155;139;142;125;57;52
74177;39579;12905;6740;2762;1919;2217;2234;1910;1650;1418;1198;983;779;652;504;411;338;247;242;213;153;104
74178;1938;282;232;142;149;142;141;119;106;110;77;79;87;38;38;35;32;23;37;27;21;21
74181;174;44;41;11;15;6;8;4;5;5;8;1;3;5;3;3;4;1;2;2;2;1
74183;72;6;9;5;4;4;5;3;1;1;4;3;3;4;4;1;5;4;1;4;1;
74185;6;1;1;;;1;1;;;;;;;1;;;1;;;;;
74190;3;1;1;1;;;;;;;;;;;;;;;;;;
74210;2;;;1;;1;;;;;;;;;;;;;;;;
74220;248;72;65;34;24;10;5;8;5;3;4;1;4;;;2;3;1;1;3;2;1
74230;61;13;15;8;10;3;2;;;;;;1;1;1;1;;;;2;3;1
74240;18;6;3;5;1;;1;;1;;;;;;;1;;;;;;
74241;97;32;31;8;6;1;2;3;1;3;;;;2;1;;1;;1;4;1;
74245;14;3;7;3;;1;;;;;;;;;;;;;;;;
74246;15;;5;3;2;3;1;;1;;;;;;;;;;;;;
74247;17;3;4;6;1;1;1;;;;;;;1;;;;;;;;
74249;13;2;1;1;2;1;;1;;1;2;;;;;;1;;;;1;
74250;39;1;7;8;4;5;2;;3;1;1;1;;3;;2;;1;;;;
74260;1;1;;;;;;;;;;;;;;;;;;;;
74270;73;21;29;4;6;2;;;;1;2;;1;3;;;1;;;1;1;1
74280;6;2;1;;;;;;;;1;1;1;;;;;;;;;
74283;23;6;15;2;;;;;;;;;;;;;;;;;;
74300;25;1;7;4;2;1;1;1;1;1;1;;;1;;1;2;;;1;;
74305;16;6;3;2;4;;;;;;;1;;;;;;;;;;
74320;1;;1;;;;;;;;;;;;;;;;;;;
74328;11;;2;1;1;1;;1;1;;;;;;;;1;1;;1;1;
74329;1;;;;1;;;;;;;;;;;;;;;;;
74330;14;1;;2;3;3;;;;;1;1;;;1;1;;1;;;;
74340;26;5;10;3;2;;1;1;1;;;;1;;;2;;;;;;
74355;2;1;1;;;;;;;;;;;;;;;;;;;
74360;4;;3;1;;;;;;;;;;;;;;;;;;
74363;1;;;;;;;;;;;;;1;;;;;;;;
74400;9;3;3;2;1;;;;;;;;;;;;;;;;;
74410;3;;2;;1;;;;;;;;;;;;;;;;;
74415;2;1;;;;;;;;;;;;;;;1;;;;;
74420;38;1;3;6;9;3;1;;;2;4;2;;1;2;2;;1;;;;1
74425;33;5;7;7;8;2;;;;;;1;1;1;;;;;;;1;
74430;20;1;3;3;5;3;1;;1;1;;1;;;;;;;;;;1
74450;16;2;4;4;;2;1;;;1;;;;;1;;1;;;;;
74455;4;;;1;;1;;1;;;;;1;;;;;;;;;
74475;16;;5;3;;2;;2;;1;1;;1;;;;;;;1;;
74480;1;;1;;;;;;;;;;;;;;;;;;;
74485;2;;2;;;;;;;;;;;;;;;;;;;
74710;1;1;;;;;;;;;;;;;;;;;;;;
75557;2;1;;;;;;;;;;;;;;;;;;;1;
75561;1;;1;;;;;;;;;;;;;;;;;;;
75571;9;;5;3;;;;;;;;;;;1;;;;;;;
75572;4;2;;;1;;;1;;;;;;;;;;;;;;
75574;125;9;64;21;3;2;;;2;2;1;2;2;4;3;4;1;2;2;;1;
75605;3;;1;;;1;1;;;;;;;;;;;;;;;
75625;28;1;3;6;1;2;1;1;;;1;;3;;3;1;1;;;;3;1
75630;2;;;;;;1;1;;;;;;;;;;;;;;
75635;127;10;24;45;17;7;8;1;7;1;;;;1;1;1;1;;2;1;;
75650;6;2;;;;1;;1;1;;1;;;;;;;;;;;
75658;1;;1;;;;;;;;;;;;;;;;;;;
75660;1;;;;1;;;;;;;;;;;;;;;;;
75662;2;1;;;;;;;;;;;;;1;;;;;;;
75665;4;1;;;1;;;;1;;;;;;1;;;;;;;
75671;10;;1;1;;;4;1;;;1;;1;;;1;;;;;;
75676;2;;;;;1;;;;;;;;;;1;;;;;;
75680;9;1;;1;1;;;2;1;1;;1;;;;;1;;;;;
75685;12;1;;2;;1;;;2;2;;;1;2;;;;1;;;;
75710;12;;4;;;1;1;1;1;1;;1;;1;;;;;1;;;
75716;6;;1;2;1;;;;;;;1;;;;;1;;;;;
75726;5;;2;1;;;1;1;;;;;;;;;;;;;;
75736;19;1;9;5;;2;2;;;;;;;;;;;;;;;
75741;2;1;1;;;;;;;;;;;;;;;;;;;
75743;1;1;;;;;;;;;;;;;;;;;;;;
75746;8;5;3;;;;;;;;;;;;;;;;;;;
75774;17;;;1;;2;1;4;2;1;1;;;;1;;;;1;1;1;1
75791;19;1;1;3;2;3;1;1;1;2;;1;;;1;1;;;;1;;
75809;83;24;10;1;2;1;1;1;;;3;;;4;;1;4;3;9;11;3;5
75820;9;;3;;3;1;;;;1;;1;;;;;;;;;;
75825;12;2;1;2;1;2;;2;;1;;1;;;;;;;;;;
75827;12;1;1;2;2;1;4;;1;;;;;;;;;;;;;
75833;3;;;;;;1;;;;2;;;;;;;;;;;
75894;16;;1;4;;2;3;;3;1;;;;;;;1;;1;;;
75896;5;;;1;;1;1;;;;1;;1;;;;;;;;;
75898;9;;;;1;;;3;;2;1;;;;;;;1;;1;;
75902;1;;;1;;;;;;;;;;;;;;;;;;
75945;1;;;;;;;;;;;;;;;1;;;;;;
75946;1;;;;;;;;;;;;;;;;1;;;;;
75960;13;;;;1;2;1;2;2;2;1;;;;;1;;;1;;;
75961;5;1;3;;1;;;;;;;;;;;;;;;;;
75962;18;;;2;3;2;1;1;1;2;3;1;2;;;;;;;;;
75964;1;;;;;;1;;;;;;;;;;;;;;;
75978;63;1;5;4;3;14;6;6;7;1;6;4;;1;2;1;;;;1;1;
75980;1;;1;;;;;;;;;;;;;;;;;;;
75982;2;1;;;;;;;;;1;;;;;;;;;;;
75984;100;3;47;14;12;9;3;;;1;1;2;2;;2;2;1;;;1;;
75989;90;5;32;11;9;9;4;3;3;1;6;1;1;1;1;1;;1;1;;;
76000;402;39;56;116;81;30;16;8;8;8;3;7;4;6;3;1;4;;3;4;3;2
76001;67;3;4;7;8;10;4;12;5;;1;2;1;3;4;1;;;;2;;
76010;686;557;89;19;7;3;3;3;1;;;1;;1;;;1;1;;;;
76080;23;3;3;2;3;1;3;;1;3;1;;;;;2;;;;;1;
76100;21;8;7;1;3;;1;;;;1;;;;;;;;;;;
76120;1;1;;;;;;;;;;;;;;;;;;;;
76140;2;;;2;;;;;;;;;;;;;;;;;;
76376;6216;331;1967;1629;727;394;265;165;124;107;83;68;62;41;33;25;37;33;26;16;44;39
76377;4348;320;465;455;469;436;427;356;296;242;198;160;115;94;73;62;52;36;40;21;15;16
76380;89;44;15;8;4;2;3;4;2;1;1;;;1;3;1;;;;;;
76496;3;;1;1;;;;;;;;1;;;;;;;;;;
76497;10;4;1;;;1;;1;;;;;;1;1;;;1;;;;
76498;4;1;1;;;;;;;;;;;;;;;1;;;1;
76499;64;2;3;4;5;2;5;1;5;6;6;8;3;2;4;2;2;2;;1;1;
76506;7;3;1;;;1;1;;;;;;;;;1;;;;;;
76511;4;4;;;;;;;;;;;;;;;;;;;;
76512;18;17;1;;;;;;;;;;;;;;;;;;;
76529;1;1;;;;;;;;;;;;;;;;;;;;
76536;300;118;64;25;16;20;12;15;7;6;2;2;1;2;1;2;1;1;;3;1;1
76604;78;19;18;12;15;6;1;;;2;;1;1;3;;;;;;;;
76645;476;248;102;35;28;19;7;9;7;5;;7;2;1;1;1;2;;1;;1;
76700;14972;2704;3417;1727;862;986;1032;931;725;628;479;317;260;193;139;128;70;80;76;103;72;43
76705;22426;7683;4758;2241;1063;1092;917;809;751;679;509;449;324;279;184;160;143;121;85;79;60;40
76770;2816;764;537;311;154;133;152;111;106;110;94;72;42;42;29;25;36;22;29;20;12;15
76775;1261;406;306;122;77;80;62;45;41;27;17;20;12;8;14;6;4;4;2;4;1;3
76776;48;11;10;4;3;1;;;;1;1;;;2;;1;;2;2;5;3;2
76801;15754;6629;3291;726;470;666;781;826;899;621;322;187;122;68;62;19;19;12;10;9;4;11
76802;494;71;273;34;7;11;11;18;18;22;11;4;7;1;;2;;2;1;1;;
76805;4051;1538;795;370;194;225;236;219;172;119;59;48;26;17;12;5;3;3;1;6;2;1
76810;124;28;35;13;7;5;6;3;9;4;7;2;;2;3;;;;;;;
76811;204;27;65;17;10;7;12;9;14;10;7;11;8;4;;1;;;1;;1;
76812;8;;6;;;;;;1;;;;;;;;;;;;;1
76813;2;2;;;;;;;;;;;;;;;;;;;;
76814;4;;1;;;;2;;;1;;;;;;;;;;;;
76815;5212;2488;1518;290;115;77;105;170;104;98;72;50;34;34;21;11;10;10;3;1;1;
76816;476;158;135;33;14;26;21;19;20;21;12;4;4;3;2;2;;1;1;;;
76817;12444;699;3743;2357;595;384;569;914;937;646;504;339;231;165;103;67;44;34;40;26;25;22
76818;51;35;8;1;;4;;2;;;;;;1;;;;;;;;
76819;241;132;85;13;4;1;;;2;1;1;1;1;;;;;;;;;
76820;18;;2;6;8;1;;;;;;;1;;;;;;;;;
76821;3;;;1;1;1;;;;;;;;;;;;;;;;
76827;7;5;;1;;1;;;;;;;;;;;;;;;;
76830;16605;3865;4056;1828;797;641;780;780;736;574;514;387;396;271;240;161;160;127;90;84;75;43
76856;19801;4263;4640;3184;1633;1115;926;849;690;575;459;407;264;218;164;129;101;67;45;36;18;18
76857;821;185;172;101;63;57;43;34;48;27;20;21;12;9;6;3;5;7;1;3;1;3
76870;4696;2487;878;423;223;178;127;104;63;49;40;30;26;10;11;9;5;12;7;6;2;6
76873;1;;1;;;;;;;;;;;;;;;;;;;
76881;246;82;68;32;14;13;6;7;6;3;1;4;2;1;2;;1;2;1;;;1
76882;268;98;54;28;19;14;9;10;6;9;3;2;2;4;2;2;1;2;1;1;;1
76885;7;2;1;;1;;;;;;1;;;;;1;;;1;;;
76886;3;;2;;;;;;1;;;;;;;;;;;;;
76930;3;;1;;1;1;;;;;;;;;;;;;;;;
76936;12;6;5;1;;;;;;;;;;;;;;;;;;
76937;323;5;109;76;55;19;9;7;4;7;4;1;2;3;5;4;4;1;1;2;1;4
76942;681;49;197;104;95;52;35;22;13;23;10;10;17;11;8;12;4;4;3;7;;5
76946;3;3;;;;;;;;;;;;;;;;;;;;
76950;1;;1;;;;;;;;;;;;;;;;;;;
76965;1;;;;;;;;;;;;;;;;1;;;;;
76998;6;;1;1;3;;;1;;;;;;;;;;;;;;
76999;318;72;53;41;22;23;20;17;9;9;10;4;9;9;7;6;5;2;;;;
77001;188;17;62;44;22;13;4;4;3;3;5;;6;1;1;;1;;;1;1;
77002;67;3;18;7;5;6;3;;2;2;1;5;3;3;2;2;3;;1;1;;
77003;202;6;58;19;19;13;16;5;3;9;5;3;4;4;6;5;3;5;8;5;6;
77012;93;3;51;9;7;5;2;4;1;3;1;;2;;1;1;;;;2;;1
77013;1;1;;;;;;;;;;;;;;;;;;;;
77014;5;2;1;1;;;1;;;;;;;;;;;;;;;
77031;1;;1;;;;;;;;;;;;;;;;;;;
77051;6;1;2;2;;;1;;;;;;;;;;;;;;;
77052;10;3;3;1;2;;;;;;;1;;;;;;;;;;
77055;4;1;1;2;;;;;;;;;;;;;;;;;;
77056;17;6;5;2;3;1;;;;;;;;;;;;;;;;
77057;4;1;2;1;;;;;;;;;;;;;;;;;;
77071;1;;;;1;;;;;;;;;;;;;;;;;
77072;7;;;1;2;2;1;;;1;;;;;;;;;;;;
77073;2;1;;;1;;;;;;;;;;;;;;;;;
77074;3;1;1;1;;;;;;;;;;;;;;;;;;
77075;65;25;21;9;3;1;;1;;;;;;;;;1;;1;;1;2
77076;108;42;25;19;13;4;2;2;;;;;;;;1;;;;;;
77077;9;3;2;2;1;1;;;;;;;;;;;;;;;;
77080;1;;;;;;;;;;;;;1;;;;;;;;
77263;1;1;;;;;;;;;;;;;;;;;;;;
77290;3;;;;1;;;1;;;;;;1;;;;;;;;
77295;3;;;;;;;;1;;;;;;1;1;;;;;;
77300;6;;1;;;1;;;;1;;;;;;1;1;1;;;;
77315;1;;;;;;1;;;;;;;;;;;;;;;
77334;4;;;;;;;1;;;1;;;;;;;;1;1;;
77336;1;;;;;;;;;;;;;;;;;;1;;;
77370;1;;;;;;;;;;;;1;;;;;;;;;
77413;2;;;;1;;;;;;;;1;;;;;;;;;
77414;7;1;;;;;;;1;;;2;;;;;;1;;;1;1
77417;1;;;;;1;;;;;;;;;;;;;;;;
77421;1;;;;;;;;;;;;1;;;;;;;;;
77522;2;;;;;;;;;;;;;;;;;;;1;;1
77523;2;;;;;;;;;;;;;;;;;;1;;;1
77778;1;;;;;;;;;;;1;;;;;;;;;;
77786;1;;1;;;;;;;;;;;;;;;;;;;
77790;2;;;;;;;;;;;1;;;1;;;;;;;
77799;1;;;1;;;;;;;;;;;;;;;;;;
78000;1;;1;;;;;;;;;;;;;;;;;;;
78007;1;;;;;1;;;;;;;;;;;;;;;;
78201;2;;;;;;;;;;1;;1;;;;;;;;;
78226;154;17;17;36;19;10;6;1;8;4;5;6;4;1;3;2;5;3;4;1;1;1
78227;40;2;7;6;6;6;2;1;;2;2;;2;;;;2;1;1;;;
78230;1;;;;;;;;;;;;;;1;;;;;;;
78264;15;1;1;5;3;1;;;;;;2;;;;;1;;1;;;
78278;19;3;4;2;3;2;;1;1;1;;;1;;;;1;;;;;
78290;3;;1;;;;2;;;;;;;;;;;;;;;
78300;4;2;;;;1;;;;;;;;;1;;;;;;;
78305;1;;;;1;;;;;;;;;;;;;;;;;
78306;35;3;4;5;5;4;3;;1;1;2;1;3;;1;;1;;;;1;
78315;6;;1;2;;;1;;;;;;1;;;1;;;;;;
78320;3;;;;1;;1;;;;;;;1;;;;;;;;
78399;1;1;;;;;;;;;;;;;;;;;;;;
78445;8;;;;1;;;;;1;2;;;1;;1;;;1;;1;
78451;458;58;64;51;17;7;8;11;11;14;27;32;13;17;11;27;16;17;10;20;16;11
78452;3948;503;539;792;277;81;47;18;24;42;62;83;100;132;165;152;165;182;154;151;133;146
78453;45;25;4;;4;;;;;;;1;1;;1;;3;;1;3;1;1
78454;152;2;1;20;14;6;2;1;3;2;1;7;7;9;3;5;12;14;15;12;16;
78469;3;;;;;;1;;1;;;;1;;;;;;;;;
78481;1;1;;;;;;;;;;;;;;;;;;;;
78491;10;9;;1;;;;;;;;;;;;;;;;;;
78492;42;6;1;25;7;2;;1;;;;;;;;;;;;;;
78499;2;1;1;;;;;;;;;;;;;;;;;;;
78579;69;4;24;11;5;1;1;1;2;2;1;3;2;2;1;2;3;3;;;1;
78580;141;11;23;10;9;8;5;7;5;8;5;8;7;5;5;3;5;3;1;5;5;3
78582;643;63;136;151;67;30;11;18;16;11;17;16;17;21;10;12;14;5;8;11;4;5
78588;3;1;;;1;;;;;;1;;;;;;;;;;;
78597;33;;;23;5;3;;2;;;;;;;;;;;;;;
78598;30;9;3;4;4;1;;;1;;;1;;2;2;1;;;;;1;1
78605;4;3;;1;;;;;;;;;;;;;;;;;;
78630;1;;;;;;;;;;;;;;;;1;;;;;
78645;1;;;;;;;;;;;;;;;1;;;;;;
78701;2;1;;;;;;;;;;;1;;;;;;;;;
